home_team,away_team,home_points,away_points,home_fpi_strengthofrecord,home_fpi_fpi,home_fpi_averagewinprobability,home_fpi_strengthofschedule,home_fpi_remainingstrengthofschedule,home_fpi_gamecontrol,home_fpi_overall,home_fpi_offense,home_fpi_defense,home_fpi_specialteams,away_fpi_strengthofrecord,away_fpi_fpi,away_fpi_averagewinprobability,away_fpi_strengthofschedule,away_fpi_remainingstrengthofschedule,away_fpi_gamecontrol,away_fpi_overall,away_fpi_offense,away_fpi_defense,away_fpi_specialteams,home_sp_year,home_sp_team,home_sp_conference,home_sp_rating,home_sp_ranking,home_sp_secondorderwins,home_sp_sos,home_sp_offense_ranking,home_sp_offense_rating,home_sp_defense_ranking,home_sp_defense_rating,home_sp_specialteams_rating,away_sp_year,away_sp_team,away_sp_conference,away_sp_rating,away_sp_ranking,away_sp_secondorderwins,away_sp_sos,away_sp_offense_ranking,away_sp_offense_rating,away_sp_defense_ranking,away_sp_defense_rating,away_sp_specialteams_rating
Tennessee State,Mississippi Valley State,41.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hampton,Morgan State,28.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNC Pembroke,Wingate,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingstone,University Of Charleston (WV),7.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Richmond,34.0,13.0,63.0,74.0,112.0,26.0,,78.0,47.839,40.745,53.887,55.993,,,,,,,,,,,2024.0,Virginia,ACC,-5.1,91.0,,,95.0,23.7,86.0,29.3,0.5,,,,,,,,,,,,
Mississippi State,Eastern Kentucky,56.0,7.0,105.0,67.0,128.0,2.0,,92.0,42.441,55.752,32.43,52.743,,,,,,,,,,,2024.0,Mississippi State,SEC,-4.1,88.0,,,82.0,25.5,98.0,31.2,1.5,,,,,,,,,,,,
East Carolina,Norfolk State,42.0,3.0,90.0,93.0,71.0,129.0,,101.0,41.022,32.234,48.38,64.194,,,,,,,,,,,2024.0,East Carolina,American Athletic,-1.0,73.0,,,58.0,28.5,87.0,29.7,0.2,,,,,,,,,,,,
Oregon State,Idaho State,38.0,15.0,104.0,96.0,95.0,85.0,,96.0,30.065,41.308,25.791,50.932,,,,,,,,,,,2024.0,Oregon State,Pac-12,-6.7,97.0,,,73.0,26.1,107.0,32.7,0.0,,,,,,,,,,,,
Baylor,Tarleton State,45.0,3.0,35.0,33.0,35.0,63.0,,27.0,70.789,70.321,56.691,72.021,,,,,,,,,,,2024.0,Baylor,Big 12,8.4,38.0,,,25.0,33.5,63.0,26.2,1.1,,,,,,,,,,,,
Kansas State,UT Martin,41.0,6.0,31.0,24.0,52.0,47.0,,33.0,70.634,61.856,71.635,49.804,,,,,,,,,,,2024.0,Kansas State,Big 12,14.1,18.0,,,29.0,33.0,25.0,20.4,1.5,,,,,,,,,,,,
Alabama,Western Kentucky,63.0,0.0,9.0,4.0,10.0,16.0,,6.0,85.057,77.281,79.955,59.628,78.0,102.0,54.0,78.0,1.0,79.0,43.781,43.864,42.926,60.821,2024.0,Alabama,SEC,25.0,4.0,,,6.0,37.9,8.0,14.6,1.7,2024.0,Western Kentucky,Conference USA,-2.2,78.0,,,101.0,22.1,62.0,26.1,1.8
Middle Tennessee,Tennessee Tech,32.0,25.0,126.0,128.0,130.0,90.0,,125.0,12.733,20.907,13.889,61.424,,,,,,,,,,,2024.0,Middle Tennessee,Conference USA,-24.4,131.0,,,131.0,13.7,122.0,37.3,-0.8,,,,,,,,,,,,
Arkansas State,Central Arkansas,34.0,31.0,71.0,115.0,96.0,98.0,,103.0,27.049,38.921,22.972,53.085,,,,,,,,,,,2024.0,Arkansas State,Sun Belt,-9.9,104.0,,,87.0,24.6,119.0,35.2,0.7,,,,,,,,,,,,
Rice,Sam Houston,14.0,34.0,110.0,104.0,89.0,100.0,,94.0,34.128,27.275,53.023,34.236,55.0,98.0,55.0,123.0,4.0,86.0,43.45,29.883,63.554,40.218,2024.0,Rice,American Athletic,-11.4,109.0,,,110.0,20.5,94.0,30.4,-1.4,2024.0,Sam Houston,Conference USA,-6.9,98.0,,,117.0,19.0,46.0,23.8,-2.1
Houston,UNLV,7.0,27.0,79.0,82.0,117.0,41.0,,83.0,43.566,25.038,65.249,48.814,36.0,42.0,18.0,88.0,,43.0,71.232,57.654,72.272,64.179,2024.0,Houston,Big 12,-8.2,101.0,,,118.0,18.1,54.0,24.5,-1.8,2024.0,UNLV,Mountain West,9.3,36.0,,,31.0,32.6,55.0,24.6,1.3
Ole Miss,Furman,76.0,0.0,18.0,8.0,5.0,33.0,,2.0,84.235,76.596,81.866,47.73,,,,,,,,,,,2024.0,Ole Miss,SEC,27.9,2.0,,,7.0,37.7,3.0,11.9,2.1,,,,,,,,,,,,
South Florida,Bethune-Cookman,48.0,3.0,86.0,83.0,99.0,59.0,13.0,106.0,43.944,38.512,48.325,59.807,,,,,,,,,,,2024.0,South Florida,American Athletic,-2.3,79.0,,,51.0,29.5,108.0,33.4,1.6,,,,,,,,,,,,
Memphis,North Alabama,40.0,0.0,33.0,62.0,12.0,114.0,3.0,40.0,54.221,59.509,47.876,44.037,,,,,,,,,,,2024.0,Memphis,American Athletic,9.6,31.0,,,12.0,36.7,80.0,28.2,1.0,,,,,,,,,,,,
West Alabama,Miles College,16.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy,Nevada,26.0,28.0,113.0,99.0,105.0,106.0,,112.0,32.041,43.518,32.267,33.956,121.0,103.0,108.0,79.0,,108.0,32.498,47.2,30.419,32.833,2024.0,Troy,Sun Belt,-6.6,96.0,,,93.0,24.1,90.0,30.1,-0.6,2024.0,Nevada,Mountain West,-15.2,117.0,,,106.0,21.0,113.0,34.2,-2.0
Prairie View A&M,Texas Southern,9.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valdosta State,Albany State GA,42.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Holy Cross,20.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incarnate Word,Northern Colorado,28.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAlbany,Long Island University,27.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT Permian Basin,Western New Mexico,41.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,Idaho,24.0,14.0,1.0,6.0,3.0,34.0,,3.0,85.854,85.403,73.779,53.859,,,,,,,,,,,2024.0,Oregon,Big Ten,26.0,3.0,,,2.0,40.8,14.0,16.3,1.5,,,,,,,,,,,,
Texas A&M,Notre Dame,13.0,23.0,20.0,16.0,27.0,9.0,,13.0,76.763,68.737,71.579,64.836,4.0,2.0,2.0,58.0,,4.0,88.314,78.053,88.226,42.499,2024.0,Texas A&M,SEC,17.0,13.0,,,21.0,34.0,19.0,18.6,1.6,2024.0,Notre Dame,FBS Independents,23.9,8.0,,,4.0,38.6,7.0,14.1,-0.6
Michigan,Fresno State,30.0,10.0,29.0,30.0,67.0,7.0,,32.0,64.736,44.049,69.52,75.356,93.0,77.0,50.0,103.0,,68.0,48.16,39.377,59.765,37.79,2024.0,Michigan,Big Ten,10.6,26.0,,,93.0,24.1,10.0,15.1,1.7,2024.0,Fresno State,Mountain West,-3.8,85.0,,,85.0,25.1,77.0,27.6,-1.4
Hawai'i,UCLA,13.0,16.0,107.0,114.0,86.0,115.0,,107.0,32.71,35.004,37.024,49.876,52.0,59.0,103.0,13.0,,61.0,54.088,49.817,56.439,50.8,2024.0,Hawai'i,Mountain West,-10.9,107.0,,,108.0,20.9,89.0,30.0,-1.8,2024.0,UCLA,Big Ten,-1.3,75.0,,,103.0,21.3,44.0,23.3,0.7
Texas Tech,Abilene Christian,52.0,51.0,37.0,40.0,33.0,69.0,,35.0,57.272,59.502,48.684,59.274,,,,,,,,,,,2024.0,Texas Tech,Big 12,4.3,54.0,,,25.0,33.5,95.0,30.8,1.6,,,,,,,,,,,,
Auburn,Alabama A&M,73.0,3.0,65.0,29.0,68.0,22.0,,47.0,63.424,56.985,65.452,46.626,,,,,,,,,,,2024.0,Auburn,SEC,9.5,33.0,,,63.0,27.9,17.0,17.8,-0.6,,,,,,,,,,,,
Kentucky,Southern Miss,31.0,0.0,62.0,50.0,92.0,3.0,,54.0,54.684,41.39,62.472,62.769,132.0,132.0,132.0,108.0,,125.0,11.99,12.972,20.399,54.495,2024.0,Kentucky,SEC,5.5,45.0,,,88.0,24.5,26.0,20.9,2.0,2024.0,Southern Miss,Sun Belt,-25.6,133.0,,,130.0,14.4,128.0,39.4,-0.6
Georgia Tech,Georgia State,35.0,12.0,34.0,38.0,56.0,14.0,,26.0,66.705,72.242,58.501,35.797,115.0,107.0,114.0,101.0,,117.0,28.969,40.888,28.455,37.82,2024.0,Georgia Tech,ACC,1.9,66.0,,,42.0,31.1,79.0,27.9,-1.3,2024.0,Georgia State,Sun Belt,-17.9,123.0,,,106.0,21.0,123.0,37.4,-1.5
Louisiana Tech,Nicholls,25.0,17.0,116.0,109.0,79.0,124.0,,109.0,33.559,17.782,57.468,56.881,,,,,,,,,,,2024.0,Louisiana Tech,Conference USA,-11.6,110.0,,,128.0,15.9,64.0,26.3,-1.2,,,,,,,,,,,,
Louisiana,Grambling,40.0,10.0,48.0,68.0,28.0,119.0,,71.0,57.349,68.046,40.445,58.521,,,,,,,,,,,2024.0,Louisiana,Sun Belt,4.8,53.0,,,38.0,31.5,78.0,27.8,1.1,,,,,,,,,,,,
SMU,Houston Christian,59.0,7.0,15.0,13.0,13.0,60.0,,12.0,78.712,70.552,75.601,56.033,,,,,,,,,,,2024.0,SMU,ACC,17.5,12.0,,,5.0,38.2,30.0,21.1,0.4,,,,,,,,,,,,
Charlotte,James Madison,7.0,30.0,101.0,120.0,122.0,82.0,,118.0,27.766,32.18,25.782,68.735,69.0,57.0,19.0,127.0,10.0,62.0,53.163,41.053,62.727,55.265,2024.0,Charlotte,American Athletic,-15.3,118.0,,,102.0,21.4,124.0,37.6,0.9,2024.0,James Madison,Sun Belt,7.5,41.0,,,49.0,29.7,40.0,22.9,0.7
BYU,Southern Illinois,41.0,13.0,12.0,32.0,24.0,42.0,,19.0,74.278,67.062,70.631,58.08,,,,,,,,,,,2024.0,BYU,Big 12,15.3,17.0,,,36.0,32.0,21.0,18.8,2.0,,,,,,,,,,,,
Pittsburg St,Ferris State,19.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas State,Lamar,34.0,27.0,84.0,61.0,14.0,122.0,,57.0,54.407,61.077,48.418,40.097,,,,,,,,,,,2024.0,Texas State,Sun Belt,5.4,48.0,,,20.0,34.2,82.0,28.4,-0.4,,,,,,,,,,,,
San Diego State,East Texas A&M,45.0,14.0,124.0,121.0,113.0,105.0,,121.0,21.634,18.434,30.611,67.635,,,,,,,,,,,2024.0,San Diego State,Mountain West,-15.4,119.0,,,122.0,17.7,104.0,32.1,-0.9,,,,,,,,,,,,
San Diego,Cal Poly,27.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McNeese,Southern,21.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico State,Southeast Missouri State,23.0,16.0,127.0,130.0,124.0,107.0,,125.0,14.39,18.985,20.899,44.223,,,,,,,,,,,2024.0,New Mexico State,Conference USA,-19.0,125.0,,,120.0,17.8,127.0,38.1,1.3,,,,,,,,,,,,
Montana,Missouri State,29.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Tech,Montana State,7.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona State,Wyoming,48.0,7.0,13.0,22.0,16.0,62.0,,16.0,78.233,79.692,66.688,47.348,118.0,112.0,125.0,97.0,,125.0,27.085,22.043,41.722,50.851,2024.0,Arizona State,Big 12,9.4,35.0,,,32.0,32.4,26.0,20.9,-2.1,2024.0,Wyoming,Mountain West,-13.6,115.0,,,127.0,16.3,95.0,30.8,0.9
Arizona,New Mexico,61.0,39.0,88.0,81.0,116.0,50.0,,91.0,38.477,43.057,38.791,48.852,109.0,106.0,106.0,118.0,,119.0,34.353,67.849,15.036,42.247,2024.0,Arizona,Big 12,-2.8,82.0,,,90.0,24.4,84.0,29.0,1.8,2024.0,New Mexico,Mountain West,-14.8,116.0,,,64.0,27.6,132.0,40.5,-1.9
Washington,Weber State,35.0,3.0,46.0,46.0,83.0,12.0,,50.0,58.799,57.598,61.801,32.58,,,,,,,,,,,2024.0,Washington,Big Ten,3.1,58.0,,,66.0,27.3,36.0,22.4,-1.8,,,,,,,,,,,,
Alabama State,North Carolina Central,24.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia St,Benedict College,23.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson C Smith,Tuskegee,21.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSU,USC,20.0,27.0,17.0,17.0,49.0,10.0,,20.0,71.849,75.763,61.497,39.011,45.0,18.0,60.0,31.0,,28.0,71.782,72.12,62.422,51.818,2024.0,LSU,SEC,15.9,15.0,,,11.0,36.8,33.0,21.7,0.8,2024.0,USC,Big Ten,11.9,23.0,,,15.0,35.6,48.0,24.0,0.3
Florida State,Boston College,13.0,28.0,106.0,85.0,126.0,11.0,,97.0,35.518,23.689,45.332,73.417,47.0,48.0,45.0,40.0,,45.0,61.35,56.657,64.403,40.228,2024.0,Florida State,ACC,-3.2,83.0,,,114.0,20.1,58.0,25.3,2.0,2024.0,Boston College,ACC,1.2,70.0,,,62.0,28.0,56.0,24.7,-2.1
Shorter,Mississippi College,29.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rensselaer,Wisconsin-Lacrosse,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilson,West Virginia State,24.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloomsburg,Fairmont State,35.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarion,Lincoln (PA),20.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Valley State University,Central State (OH),58.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan Tech,South Dakota Mines,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Connecticut State,Shepherd,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiffin,Wayne State (MI),31.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pace,East Stroudsburg University,6.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas-Monticello,Northwestern Oklahoma State,34.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hill,Ohio Dominican,14.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeastern Oklahoma State,Southern Arkansas,31.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland,Indiana-Pennsylvania,10.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mary,Augustana University (SD),13.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Greenville,Keiser University,20.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heidelberg,Hiram College,38.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Liberty,Limestone,13.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stevenson,Rowan,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Central (OK),Henderson State,17.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brockport,Buffalo State,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Florida,McKendree,38.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gannon,Northwood (MI),14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frostburg State,Millersville,23.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota State Moorhead,Wayne State (NE),17.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Wesleyan,Northern Michigan,33.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin-Stout,Carroll University (WI),16.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kutztown University,Assumption,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado School Of Mines,West Texas A&M,41.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harding University,Southern Nazarene,59.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouachita Baptist,Southwestern Oklahoma State,42.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winona State,Saginaw Valley State,14.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas Tech,Oklahoma Baptist,44.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millsaps,Belhaven,23.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chadron St,Jamestown College,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson (PA),Randolph-Macon,21.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albright,Gallaudet,17.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salve Regina,Curry College,28.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield,Western New England,38.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hobart College,Alfred University,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna,Bridgewater (VA),41.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utica,Union (NY),41.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNY Maritime,Mass Maritime,22.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worcester St,Worcester Polytechnic Institute,9.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ursinus,Reading,45.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westfield State,Anna Maria College,13.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin & Marshall,Lebanon Valley,30.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDU-Florham,William Paterson,37.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dubuque,Aurora,21.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDaniel College,Catholic,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,Western Illinois,77.0,3.0,8.0,10.0,1.0,68.0,,7.0,83.71,85.132,72.021,40.91,,,,,,,,,,,2024.0,Indiana,Big Ten,20.1,11.0,,,18.0,35.0,15.0,16.4,1.5,,,,,,,,,,,,
SMU,BYU,15.0,18.0,15.0,13.0,13.0,60.0,,12.0,78.712,70.552,75.601,56.033,12.0,32.0,24.0,42.0,,19.0,74.278,67.062,70.631,58.08,2024.0,SMU,ACC,17.5,12.0,,,5.0,38.2,30.0,21.1,0.4,2024.0,BYU,Big 12,15.3,17.0,,,36.0,32.0,21.0,18.8,2.0
East Texas Baptist University,Lagrange College,57.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Augsburg,Valley City State,14.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Duke,20.0,26.0,85.0,87.0,107.0,36.0,,80.0,35.983,26.972,49.933,53.074,28.0,55.0,57.0,67.0,,58.0,62.075,41.071,73.887,54.127,2024.0,Northwestern,Big Ten,-8.2,101.0,,,124.0,17.5,51.0,24.3,-1.4,2024.0,Duke,ACC,5.6,44.0,,,71.0,26.7,31.0,21.3,0.2
Howard Payne,Hardin-Simmons,6.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Charleston (WV),PennWest California,23.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson (Sc),Laurinburg,51.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln (CA),Southern Oregon,7.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutgers,Akron,49.0,17.0,54.0,54.0,59.0,74.0,,59.0,55.405,64.09,40.753,58.771,111.0,124.0,110.0,54.0,,111.0,25.51,29.574,28.571,53.83,2024.0,Rutgers,Big Ten,6.4,42.0,,,58.0,28.5,38.0,22.8,0.7,2024.0,Akron,Mid-American,-17.9,123.0,,,129.0,15.7,117.0,34.6,1.0
Misericordia,Keystone,24.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean College,Fitchburg State,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwich,Castleton,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lawrence,Endicott College,13.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monmouth,Lafayette,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penn State,Bowling Green,34.0,27.0,5.0,9.0,23.0,29.0,,22.0,81.11,80.469,75.103,36.924,81.0,78.0,30.0,84.0,,63.0,48.952,45.874,55.957,41.324,2024.0,Penn State,Big Ten,24.6,5.0,,,9.0,37.5,4.0,13.1,0.2,2024.0,Bowling Green,Mid-American,-1.8,77.0,,,79.0,25.6,75.0,27.2,-0.2
The Citadel,South Carolina State,20.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Chester,Bentley,17.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greensboro College,Guilford College,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin Wallace,Wittenberg,24.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulane,Kansas State,27.0,34.0,49.0,27.0,17.0,93.0,,44.0,71.379,66.845,65.053,60.698,31.0,24.0,52.0,47.0,,33.0,70.634,61.856,71.635,49.804,2024.0,Tulane,American Athletic,5.7,43.0,,,30.0,32.9,73.0,27.1,-0.1,2024.0,Kansas State,Big 12,14.1,18.0,,,29.0,33.0,25.0,20.4,1.5
UConn,Merrimack,63.0,17.0,74.0,79.0,69.0,126.0,,100.0,47.273,35.591,58.188,54.648,,,,,,,,,,,2024.0,UConn,FBS Independents,1.5,67.0,,,70.0,26.9,60.0,25.7,0.3,,,,,,,,,,,,
Olivet College,University of Rochester (NY),21.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alma,Wisconsin-River Falls,35.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycoming,Widener,48.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern University,College Of New Jersey,12.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Rhode Island,48.0,0.0,43.0,31.0,37.0,53.0,,31.0,68.599,55.808,75.809,45.723,,,,,,,,,,,2024.0,Minnesota,Big Ten,10.4,27.0,,,79.0,25.6,11.0,15.4,0.2,,,,,,,,,,,,
Lehigh,Wagner,49.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas More College,Davenport,17.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis,Troy,38.0,17.0,33.0,62.0,12.0,114.0,3.0,40.0,54.221,59.509,47.876,44.037,113.0,99.0,105.0,106.0,,112.0,32.041,43.518,32.267,33.956,2024.0,Memphis,American Athletic,9.6,31.0,,,12.0,36.7,80.0,28.2,1.0,2024.0,Troy,Sun Belt,-6.6,96.0,,,93.0,24.1,90.0,30.1,-0.6
American International,Shippensburg,28.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Atlantic,Army,7.0,24.0,130.0,117.0,97.0,130.0,,123.0,23.757,26.337,35.512,31.548,16.0,44.0,4.0,94.0,,15.0,75.619,78.841,58.952,54.629,2024.0,Florida Atlantic,American Athletic,-12.7,113.0,,,109.0,20.8,104.0,32.1,-1.5,2024.0,Army,American Athletic,9.2,37.0,,,42.0,31.1,33.0,21.7,-0.1
Alfred State,Anderson (IN),13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati,Pittsburgh,27.0,28.0,67.0,56.0,74.0,46.0,,51.0,58.625,63.495,54.814,34.682,44.0,52.0,84.0,39.0,,64.0,55.816,49.345,57.768,56.475,2024.0,Cincinnati,Big 12,-0.1,72.0,,,79.0,25.6,57.0,25.0,-0.7,2024.0,Pittsburgh,ACC,4.9,50.0,,,54.0,29.3,64.0,26.3,1.8
