home_team,away_team,home_points,away_points,home_fpi_strengthofrecord,home_fpi_fpi,home_fpi_averagewinprobability,home_fpi_strengthofschedule,home_fpi_remainingstrengthofschedule,home_fpi_gamecontrol,home_fpi_overall,home_fpi_offense,home_fpi_defense,home_fpi_specialteams,away_fpi_strengthofrecord,away_fpi_fpi,away_fpi_averagewinprobability,away_fpi_strengthofschedule,away_fpi_remainingstrengthofschedule,away_fpi_gamecontrol,away_fpi_overall,away_fpi_offense,away_fpi_defense,away_fpi_specialteams,home_sp_year,home_sp_team,home_sp_conference,home_sp_rating,home_sp_ranking,home_sp_secondorderwins,home_sp_sos,home_sp_offense_ranking,home_sp_offense_rating,home_sp_defense_ranking,home_sp_defense_rating,home_sp_specialteams_rating,away_sp_year,away_sp_team,away_sp_conference,away_sp_rating,away_sp_ranking,away_sp_secondorderwins,away_sp_sos,away_sp_offense_ranking,away_sp_offense_rating,away_sp_defense_ranking,away_sp_defense_rating,away_sp_specialteams_rating
Lawrence University,Knox College,34.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern New Mexico,UT Permian Basin,14.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benedict College,Savannah St,35.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sewanee,Hendrix College,15.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Colorado,Eastern Washington,15.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Thomas (MN),Drake,19.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coe College,Simpson College (IA),47.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint John's (MN),St. Olaf,55.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loras College,Nebraska Wesleyan,32.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin-Platteville,Wisconsin-Eau Claire,56.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millikin,Wheaton,10.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardin-Simmons,Mary Hardin-Baylor,27.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois College,Cornell College (IA),42.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity University TX,Southwestern University,34.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas More College,Kentucky Wesleyan,47.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago,Grinnell,42.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Moorhead,Bethel (MN),16.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTENARY,Texas Lutheran,23.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilbert College,Utica,6.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwest Baptist,Quincy,25.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Payne,East Texas Baptist University,17.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Valley State,Albany State GA,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carleton,Gustavus Adolphus,51.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henderson State,Southwestern Oklahoma State,35.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ripon,Beloit,16.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Citadel,Chattanooga,7.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Luther,Crown College,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Augustana University (SD),Sioux Falls,27.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamline University,St. Scholastica,28.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valparaiso,Butler,17.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dubuque,Wartburg,14.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Georgia,Tarleton State,21.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Kentucky,Central Arkansas,31.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleston Southern,UT Martin,14.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindenwood,Southeast Missouri State,24.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,Indiana State,49.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murray State,Missouri State,31.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Illinois,Tennessee State,20.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furman,Wofford,13.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,South Dakota State,7.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Iowa,Illinois State,9.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Florida,North Greenville,35.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgewater (VA),Washington and Lee,7.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McKendree,Upper Iowa University,24.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuskegee,Miles College,7.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western New Mexico,Texas A&M-Kingsville,20.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAB,UConn,23.0,31.0,122.0,118.0,102.0,102.0,,110.0,28.025,29.047,32.357,57.606,74.0,79.0,69.0,126.0,,100.0,47.273,35.591,58.188,54.648,2024.0,UAB,American Athletic,-11.3,108.0,,,75.0,25.9,126.0,38.0,0.9,2024.0,UConn,FBS Independents,1.5,67.0,,,70.0,26.9,60.0,25.7,0.3
Southern Miss,Marshall,3.0,37.0,132.0,132.0,132.0,108.0,,125.0,11.99,12.972,20.399,54.495,32.0,58.0,22.0,64.0,,42.0,60.561,56.322,55.867,64.691,2024.0,Southern Miss,Sun Belt,-25.6,133.0,,,130.0,14.4,128.0,39.4,-0.6,2024.0,Marshall,Sun Belt,3.1,58.0,,,50.0,29.6,71.0,26.9,0.4
Western Colorado,Chadron St,21.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incarnate Word,Lamar,41.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Christian,Nicholls,24.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Hills State,Adams State,45.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeastern Oklahoma State,Arkansas Tech,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Baptist,Ouachita Baptist,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Arkansas,Northwestern Oklahoma State,78.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYONCOLL,McMurry,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samford,Tennessee Tech,7.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Alabama,Southern Utah,26.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson State,Mississippi Valley State,51.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie View A&M,Florida A&M,31.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri Southern State,Nebraska-Kearney,24.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas-Pine Bluff,Alabama A&M,24.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin-Oshkosh,Wisconsin-Stout,42.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern,Bethune-Cookman,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana State,Sacramento State,49.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Nazarene,Arkansas-Monticello,24.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weber State,Idaho State,35.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Central (OK),Harding University,7.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri Western,Northwest Missouri St,23.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grambling,Alabama State,24.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcorn State,Texas Southern,42.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta State,Valdosta State,20.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSU Pueblo,Colorado School Of Mines,28.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC State,Duke,19.0,29.0,66.0,65.0,91.0,51.0,,76.0,43.632,41.325,49.036,47.981,28.0,55.0,57.0,67.0,,58.0,62.075,41.071,73.887,54.127,2024.0,NC State,ACC,3.9,56.0,,,47.0,29.9,68.0,26.5,0.5,2024.0,Duke,ACC,5.6,44.0,,,71.0,26.7,31.0,21.3,0.2
Ole Miss,Georgia,28.0,10.0,18.0,8.0,5.0,33.0,,2.0,84.235,76.596,81.866,47.73,2.0,5.0,36.0,1.0,,11.0,82.861,79.935,73.308,59.572,2024.0,Ole Miss,SEC,27.9,2.0,,,7.0,37.7,3.0,11.9,2.1,2024.0,Georgia,SEC,24.3,6.0,,,10.0,37.3,9.0,14.9,1.9
Indiana,Michigan,20.0,15.0,8.0,10.0,1.0,68.0,,7.0,83.71,85.132,72.021,40.91,29.0,30.0,67.0,7.0,,32.0,64.736,44.049,69.52,75.356,2024.0,Indiana,Big Ten,20.1,11.0,,,18.0,35.0,15.0,16.4,1.5,2024.0,Michigan,Big Ten,10.6,26.0,,,93.0,24.1,10.0,15.1,1.7
Virginia Tech,Clemson,14.0,24.0,57.0,34.0,31.0,48.0,,24.0,70.514,55.299,74.421,59.153,21.0,15.0,9.0,35.0,,8.0,79.193,79.078,73.333,36.319,2024.0,Virginia Tech,ACC,10.0,30.0,,,41.0,31.3,36.0,22.4,1.2,2024.0,Clemson,ACC,13.3,22.0,,,16.0,35.4,26.0,20.9,-1.1
Howard,South Carolina State,14.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Texas,Army,3.0,14.0,91.0,100.0,88.0,109.0,,99.0,39.308,51.932,32.261,46.927,16.0,44.0,4.0,94.0,,15.0,75.619,78.841,58.952,54.629,2024.0,North Texas,American Athletic,-4.5,89.0,,,27.0,33.3,121.0,37.0,-0.8,2024.0,Army,American Athletic,9.2,37.0,,,42.0,31.1,33.0,21.7,-0.1
Campbell,Richmond,24.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon State,San José State,13.0,24.0,104.0,96.0,95.0,85.0,,96.0,30.065,41.308,25.791,50.932,80.0,89.0,65.0,117.0,11.0,84.0,42.709,44.903,47.684,35.133,2024.0,Oregon State,Pac-12,-6.7,97.0,,,73.0,26.1,107.0,32.7,0.0,2024.0,San José State,Mountain West,-5.5,92.0,,,73.0,26.1,90.0,30.1,-1.5
James Madison,Georgia State,38.0,7.0,69.0,57.0,19.0,127.0,10.0,62.0,53.163,41.053,62.727,55.265,115.0,107.0,114.0,101.0,,117.0,28.969,40.888,28.455,37.82,2024.0,James Madison,Sun Belt,7.5,41.0,,,49.0,29.7,40.0,22.9,0.7,2024.0,Georgia State,Sun Belt,-17.9,123.0,,,106.0,21.0,123.0,37.4,-1.5
Kansas,Iowa State,45.0,36.0,61.0,35.0,43.0,37.0,,23.0,66.926,75.105,52.224,46.186,23.0,28.0,58.0,57.0,,53.0,66.812,63.385,63.427,52.51,2024.0,Kansas,Big 12,4.9,50.0,,,32.0,32.4,68.0,26.5,-1.0,2024.0,Iowa State,Big 12,10.3,28.0,,,44.0,30.8,24.0,20.2,-0.3
Portland State,Idaho,30.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulane,Temple,52.0,6.0,49.0,27.0,17.0,93.0,,44.0,71.379,66.845,65.053,60.698,119.0,127.0,127.0,95.0,,125.0,21.167,12.845,40.982,52.686,2024.0,Tulane,American Athletic,5.7,43.0,,,30.0,32.9,73.0,27.1,-0.1,2024.0,Temple,American Athletic,-20.3,127.0,,,125.0,17.3,125.0,37.8,0.3
Linfield College,Pacific Lutheran,38.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willamette,Pacific (OR),10.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Abilene Christian,34.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Tech,Colorado,27.0,41.0,37.0,40.0,33.0,69.0,,35.0,57.272,59.502,48.684,59.274,26.0,19.0,34.0,73.0,,29.0,74.938,72.644,69.84,45.06,2024.0,Texas Tech,Big 12,4.3,54.0,,,25.0,33.5,95.0,30.8,1.6,2024.0,Colorado,Big 12,8.1,39.0,,,27.0,33.3,45.0,23.5,-1.7
William Jewell,Truman State,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWBERG,Whitworth,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont-Mudd-Scripps College,California Lutheran University,41.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redlands,Pomona Pitzer,10.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTEP,Kennesaw State,43.0,35.0,128.0,129.0,120.0,89.0,,125.0,18.38,12.952,39.066,39.932,133.0,131.0,129.0,133.0,,125.0,14.524,11.533,24.069,67.074,2024.0,UTEP,Conference USA,-22.7,130.0,,,131.0,13.7,113.0,34.2,-2.1,2024.0,Kennesaw State,Conference USA,-25.1,132.0,,,134.0,10.2,118.0,35.1,-0.3
La Verne,Chapman,21.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puget Sound,Lewis & Clark College,28.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson (Sc),Mars Hill,16.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Oregon,Angelo State,16.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,South Carolina,7.0,28.0,40.0,39.0,75.0,8.0,,37.0,63.309,66.631,47.406,72.026,11.0,14.0,15.0,15.0,,10.0,76.206,60.762,80.864,51.02,2024.0,Vanderbilt,SEC,4.9,50.0,,,60.0,28.2,59.0,25.4,2.0,2024.0,South Carolina,SEC,16.9,14.0,,,35.0,32.1,13.0,16.0,0.8
East Texas A&M,Stephen F. Austin,19.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Tech,Jacksonville State,37.0,44.0,116.0,109.0,79.0,124.0,,109.0,33.559,17.782,57.468,56.881,72.0,72.0,44.0,113.0,9.0,89.0,47.628,57.904,42.655,37.194,2024.0,Louisiana Tech,Conference USA,-11.6,110.0,,,128.0,15.9,64.0,26.3,-1.2,2024.0,Jacksonville State,Conference USA,-1.0,73.0,,,57.0,28.8,81.0,28.3,-1.5
Bowdoin,Colby College,10.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,Arkansas State,55.0,19.0,48.0,68.0,28.0,119.0,,71.0,57.349,68.046,40.445,58.521,71.0,115.0,96.0,98.0,,103.0,27.049,38.921,22.972,53.085,2024.0,Louisiana,Sun Belt,4.8,53.0,,,38.0,31.5,78.0,27.8,1.1,2024.0,Arkansas State,Sun Belt,-9.9,104.0,,,87.0,24.6,119.0,35.2,0.7
New Mexico State,Western Kentucky,28.0,41.0,127.0,130.0,124.0,107.0,,125.0,14.39,18.985,20.899,44.223,78.0,102.0,54.0,78.0,1.0,79.0,43.781,43.864,42.926,60.821,2024.0,New Mexico State,Conference USA,-19.0,125.0,,,120.0,17.8,127.0,38.1,1.3,2024.0,Western Kentucky,Conference USA,-2.2,78.0,,,101.0,22.1,62.0,26.1,1.8
Catawba,Lenoir-Rhyne,14.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Texas A&M,Midwestern State,17.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,Maryland,39.0,18.0,1.0,6.0,3.0,34.0,,3.0,85.854,85.403,73.779,53.859,82.0,71.0,111.0,18.0,,77.0,43.23,46.603,47.026,35.755,2024.0,Oregon,Big Ten,26.0,3.0,,,2.0,40.8,14.0,16.3,1.5,2024.0,Maryland,Big Ten,-3.9,86.0,,,97.0,23.3,73.0,27.1,-0.1
Tennessee,Mississippi State,33.0,14.0,7.0,7.0,11.0,30.0,,9.0,83.706,67.16,87.119,52.677,105.0,67.0,128.0,2.0,,92.0,42.441,55.752,32.43,52.743,2024.0,Tennessee,SEC,22.0,9.0,,,23.0,33.7,6.0,13.5,1.7,2024.0,Mississippi State,SEC,-4.1,88.0,,,82.0,25.5,98.0,31.2,1.5
Eureka College,Aurora,0.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona State,UCF,35.0,31.0,13.0,22.0,16.0,62.0,,16.0,78.233,79.692,66.688,47.348,89.0,43.0,101.0,45.0,,74.0,53.294,60.369,50.721,32.002,2024.0,Arizona State,Big 12,9.4,35.0,,,32.0,32.4,26.0,20.9,-2.1,2024.0,UCF,Big 12,2.8,61.0,,,55.0,29.0,61.0,25.8,-0.4
TCU,Oklahoma State,38.0,13.0,38.0,37.0,42.0,61.0,,38.0,67.255,69.28,58.063,52.483,99.0,69.0,121.0,38.0,,88.0,45.41,60.308,33.797,50.114,2024.0,TCU,Big 12,10.8,25.0,,,19.0,34.6,38.0,22.8,-0.9,2024.0,Oklahoma State,Big 12,-2.6,81.0,,,53.0,29.4,102.0,31.7,-0.4
Notre Dame,Florida State,52.0,3.0,4.0,2.0,2.0,58.0,,4.0,88.314,78.053,88.226,42.499,106.0,85.0,126.0,11.0,,97.0,35.518,23.689,45.332,73.417,2024.0,Notre Dame,FBS Independents,23.9,8.0,,,4.0,38.6,7.0,14.1,-0.6,2024.0,Florida State,ACC,-3.2,83.0,,,114.0,20.1,58.0,25.3,2.0
LSU,Alabama,13.0,42.0,17.0,17.0,49.0,10.0,,20.0,71.849,75.763,61.497,39.011,9.0,4.0,10.0,16.0,,6.0,85.057,77.281,79.955,59.628,2024.0,LSU,SEC,15.9,15.0,,,11.0,36.8,33.0,21.7,0.8,2024.0,Alabama,SEC,25.0,4.0,,,6.0,37.9,8.0,14.6,1.7
Missouri,Oklahoma,30.0,23.0,19.0,20.0,51.0,28.0,,39.0,68.028,61.356,72.874,37.108,30.0,26.0,82.0,4.0,,30.0,65.083,38.944,80.167,57.918,2024.0,Missouri,SEC,14.0,19.0,,,23.0,33.7,20.0,18.7,-1.0,2024.0,Oklahoma,SEC,9.5,33.0,,,75.0,25.9,17.0,17.8,1.4
Cal Poly,Northern Arizona,14.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boise State,Nevada,28.0,21.0,10.0,25.0,8.0,81.0,,14.0,75.687,78.889,64.483,42.529,121.0,103.0,108.0,79.0,,108.0,32.498,47.2,30.419,32.833,2024.0,Boise State,Mountain West,10.1,29.0,,,17.0,35.3,50.0,24.2,-1.0,2024.0,Nevada,Mountain West,-15.2,117.0,,,106.0,21.0,113.0,34.2,-2.0
Pittsburgh,Virginia,19.0,24.0,44.0,52.0,84.0,39.0,,64.0,55.816,49.345,57.768,56.475,63.0,74.0,112.0,26.0,,78.0,47.839,40.745,53.887,55.993,2024.0,Pittsburgh,ACC,4.9,50.0,,,54.0,29.3,64.0,26.3,1.8,2024.0,Virginia,ACC,-5.1,91.0,,,95.0,23.7,86.0,29.3,0.5
Penn State,Washington,35.0,6.0,5.0,9.0,23.0,29.0,,22.0,81.11,80.469,75.103,36.924,46.0,46.0,83.0,12.0,,50.0,58.799,57.598,61.801,32.58,2024.0,Penn State,Big Ten,24.6,5.0,,,9.0,37.5,4.0,13.1,0.2,2024.0,Washington,Big Ten,3.1,58.0,,,66.0,27.3,36.0,22.4,-1.8
Hawai'i,UNLV,27.0,29.0,107.0,114.0,86.0,115.0,,107.0,32.71,35.004,37.024,49.876,36.0,42.0,18.0,88.0,,43.0,71.232,57.654,72.272,64.179,2024.0,Hawai'i,Mountain West,-10.9,107.0,,,108.0,20.9,89.0,30.0,-1.8,2024.0,UNLV,Mountain West,9.3,36.0,,,31.0,32.6,55.0,24.6,1.3
Central Washington,Sul Ross State,66.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Force,Fresno State,36.0,28.0,108.0,105.0,100.0,112.0,,115.0,29.604,30.957,41.263,34.945,93.0,77.0,50.0,103.0,,68.0,48.16,39.377,59.765,37.79,2024.0,Air Force,Mountain West,-11.7,111.0,,,120.0,17.8,76.0,27.5,-2.0,2024.0,Fresno State,Mountain West,-3.8,85.0,,,85.0,25.1,77.0,27.6,-1.4
Montana,UC Davis,14.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,BYU,21.0,22.0,75.0,47.0,66.0,65.0,,52.0,60.487,30.282,79.81,59.786,12.0,32.0,24.0,42.0,,19.0,74.278,67.062,70.631,58.08,2024.0,Utah,Big 12,7.7,40.0,,,96.0,23.6,16.0,17.2,1.3,2024.0,BYU,Big 12,15.3,17.0,,,36.0,32.0,21.0,18.8,2.0
Washington State,Utah State,49.0,28.0,60.0,64.0,25.0,111.0,,55.0,55.471,65.831,46.227,40.813,112.0,110.0,98.0,92.0,,102.0,26.445,42.504,21.003,45.961,2024.0,Washington State,Pac-12,1.3,68.0,,,21.0,34.0,97.0,31.1,-1.5,2024.0,Utah State,Mountain West,-10.4,106.0,,,45.0,30.2,129.0,40.3,-0.3
Toledo,Central Michigan,37.0,10.0,92.0,91.0,41.0,131.0,,82.0,43.159,33.851,52.717,56.909,120.0,123.0,118.0,125.0,,125.0,22.505,23.257,30.33,49.931,2024.0,Toledo,Mid-American,-2.5,80.0,,,88.0,24.5,64.0,26.3,-0.7,2024.0,Central Michigan,Mid-American,-15.8,120.0,,,122.0,17.7,115.0,34.3,0.9
Bowling Green,Western Michigan,31.0,13.0,81.0,78.0,30.0,84.0,,63.0,48.952,45.874,55.957,41.324,103.0,111.0,87.0,77.0,5.0,104.0,37.661,53.267,24.968,62.263,2024.0,Bowling Green,Mid-American,-1.8,77.0,,,79.0,25.6,75.0,27.2,-0.2,2024.0,Western Michigan,Mid-American,-10.2,105.0,,,86.0,24.7,120.0,36.0,1.1
Buffalo,Ball State,51.0,48.0,70.0,108.0,70.0,116.0,7.0,95.0,39.252,33.654,45.998,57.803,123.0,126.0,109.0,87.0,,113.0,23.364,37.223,18.686,52.051,2024.0,Buffalo,Mid-American,-4.0,87.0,,,84.0,25.4,93.0,30.2,0.8,2024.0,Ball State,Mid-American,-19.8,126.0,,,103.0,21.3,133.0,40.8,-0.3
Miami (OH),Kent State,34.0,7.0,73.0,80.0,72.0,75.0,,90.0,46.329,38.021,53.012,55.962,134.0,134.0,134.0,49.0,,125.0,4.62,7.815,9.994,41.858,2024.0,Miami (OH),Mid-American,1.3,68.0,,,98.0,23.2,43.0,23.2,1.3,2024.0,Kent State,Mid-American,-33.0,134.0,,,133.0,12.6,134.0,43.8,-1.9
Ohio,Eastern Michigan,35.0,10.0,51.0,73.0,26.0,121.0,6.0,67.0,54.734,51.667,57.327,46.616,114.0,119.0,93.0,128.0,,121.0,26.84,26.714,34.766,54.009,2024.0,Ohio,Mid-American,2.3,63.0,,,67.0,27.2,47.0,23.9,-0.9,2024.0,Eastern Michigan,Mid-American,-13.3,114.0,,,110.0,20.5,115.0,34.3,0.5
Northern Illinois,Akron,29.0,16.0,83.0,86.0,63.0,83.0,,87.0,46.732,34.378,64.438,43.51,111.0,124.0,110.0,54.0,,111.0,25.51,29.574,28.571,53.83,2024.0,Northern Illinois,Mid-American,-3.5,84.0,,,115.0,20.0,32.0,21.6,-1.9,2024.0,Akron,Mid-American,-17.9,123.0,,,129.0,15.7,117.0,34.6,1.0
Tulsa,East Carolina,31.0,38.0,129.0,133.0,131.0,132.0,,125.0,10.676,13.203,19.054,46.728,90.0,93.0,71.0,129.0,,101.0,41.022,32.234,48.38,64.194,2024.0,Tulsa,American Athletic,-20.6,128.0,,,105.0,21.2,129.0,40.3,-1.6,2024.0,East Carolina,American Athletic,-1.0,73.0,,,58.0,28.5,87.0,29.7,0.2
Alabama A&M,Grambling,22.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
